,id,ChannelName,ChannelValue,controllers,group,staff_type_name,keysig,defaultClef,longName,shortName,trackName,instrumentId,part_trackName,useDrumset,clef
english flageolet,english-flageolet,[None],[78],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,English Flageolet,Eng. Fla.,English Flageolet,wind.flutes.flageolet,English Flageolet,,G8va
irish flute,irish-flute,[None],[73],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Irish Flute,Ir. Fl.,Irish Flute,wind.flutes.flute.irish,Irish Flute,,
gemshorn,gemshorn,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Gemshorn,Gh.,Gemshorn,wind.flutes.gemshorn,Gemshorn,,G8va
soprano gemshorn,soprano-gemshorn,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Soprano Gemshorn,S. Gh.,Soprano Gemshorn,wind.flutes.gemshorn,Soprano Gemshorn,,G8va
alto gemshorn,alto-gemshorn,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Alto Gemshorn,A. Gh.,Alto Gemshorn,wind.flutes.gemshorn,Alto Gemshorn,,
tenor gemshorn,tenor-gemshorn,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Tenor Gemshorn,T. Gh.,Tenor Gemshorn,wind.flutes.gemshorn,Tenor Gemshorn,,
bass gemshorn,bass-gemshorn,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F8va,Bass Gemshorn,B. Gh.,Bass Gemshorn,wind.flutes.gemshorn,Bass Gemshorn,,F8va
ocarina,ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Ocarina,Oc.,Ocarina,wind.flutes.ocarina,Ocarina,,G8va
g soprano ocarina,g-soprano-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,G Soprano Ocarina,G S. Oc.,G Soprano Ocarina,wind.flutes.ocarina,G Soprano Ocarina,,G8va
f soprano ocarina,f-soprano-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,F Soprano Ocarina,F S. Oc.,F Soprano Ocarina,wind.flutes.ocarina,F Soprano Ocarina,,G8va
c soprano ocarina,c-soprano-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,C Soprano Ocarina,C S. Oc.,C Soprano Ocarina,wind.flutes.ocarina,C Soprano Ocarina,,G8va
b♭ soprano ocarina,bb-soprano-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,B♭ Soprano Ocarina,B♭ S. Oc.,B♭ Soprano Ocarina,wind.flutes.ocarina,B♭ Soprano Ocarina,,G8va
g alto ocarina,g-alto-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,G Alto Ocarina,G A. Oc.,G Alto Ocarina,wind.flutes.ocarina,G Alto Ocarina,,
f alto ocarina,f-alto-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,F Alto Ocarina,F A. Oc.,F Alto Ocarina,wind.flutes.ocarina,F Alto Ocarina,,
c alto ocarina,c-alto-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,C Alto Ocarina,C A. Oc.,C Alto Ocarina,wind.flutes.ocarina,C Alto Ocarina,,
b♭ alto ocarina,bb-alto-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,B♭ Alto Ocarina,B♭ A. Oc.,B♭ Alto Ocarina,wind.flutes.ocarina,B♭ Alto Ocarina,,
c bass ocarina,c-bass-ocarina,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,C Bass Ocarina,C B. Oc.,C Bass Ocarina,wind.flutes.ocarina,C Bass Ocarina,,F
pan flute,pan-flute,[None],[75],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Pan Flute,Pn. Fl.,Pan Flute,wind.flutes.panpipes,Pan Flute,,
quena,quena,[None],[67],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Quena 1,Qn. 1,Quena,wind.flutes.quena,Quena 1,,G8va
c quena,c-quena,[None],[67],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,C Quena,C Qn.,C Quena,wind.flutes.quena,C Quena,,G8va
g quena,g-quena,[None],[67],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,G Quena,G Qn.,G Quena,wind.flutes.quena,G Quena,,
f quena,f-quena,[None],[67],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,F Quena,F Qn.,F Quena,wind.flutes.quena,F Quena,,
recorder,recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Recorder,Rec.,Recorder,wind.flutes.recorder,Recorder,,G8va
garklein recorder,garklein-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G15ma,Garklein Recorder,Gk. Rec.,Garklein Recorder,wind.flutes.recorder.garklein,Garklein Recorder,,G15ma
sopranino recorder,sopranino-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Sopranino Recorder,Si. Rec.,Sopranino Recorder,wind.flutes.recorder.sopranino,Sopranino Recorder,,G8va
soprano recorder,soprano-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Soprano Recorder,S. Rec.,Soprano Recorder,wind.flutes.recorder.soprano,Soprano Recorder,,G8va
alto recorder,alto-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Alto Recorder,A. Rec.,Alto Recorder,wind.flutes.recorder.alto,Alto Recorder,,
tenor recorder,tenor-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Tenor Recorder,T. Rec.,Tenor Recorder,wind.flutes.recorder.tenor,Tenor Recorder,,
bass recorder,bass-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F8va,Bass Recorder,B. Rec.,Bass Recorder,wind.flutes.recorder.bass,Bass Recorder,,F8va
greatbass recorder,greatbass-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F8va,Greatbass Recorder,Gb. Rec.,Greatbass Recorder,wind.flutes.recorder.great-bass,Greatbass Recorder,,F8va
contrabass recorder,contrabass-recorder,[None],[74],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Contrabass Recorder,Cb. Rec.,Contrabass Recorder,wind.flutes.recorder.contrabass,Contrabass Recorder,,F
slide whistle,slide-whistle,[None],[79],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,Slide Whistle,Sl. Wh.,Slide Whistle,wind.flutes.slide,Slide Whistle,,G8va
b♭ tin whistle,bflat-tin-whistle,[None],[78],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,B♭ Tin Whistle,B♭ Tin Wh.,B♭ Tin Whistle,wind.flutes.whistle.tin.bflat,B♭ Tin Whistle,,G8va
c tin whistle,c-tin-whistle,[None],[78],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,C Tin Whistle,C Tin Wh.,C Tin Whistle,wind.flutes.whistle.tin,C Tin Whistle,,G8va
d tin whistle,d-tin-whistle,[None],[78],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,G8va,D Tin Whistle,D Tin Wh.,D Tin Whistle,wind.flutes.whistle.tin.d,D Tin Whistle,,G8va
winds,Winds,[None],[73],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Winds,Wi.,Winds,wind.group,Winds,,F
horn in f,horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in F,F Hn.,Horn in F,brass.french-horn,Horn in F,,
horn in c alto,c-horn-alto,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in C alto,C Hn.,Horn in C alto,brass.natural-horn,Horn in C alto,,
horn in b♭ alto,bb-horn-alto,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in B♭ alto,B♭ Hn.,Horn in B♭ alto,brass.french-horn,Horn in B♭ alto,,
horn in a,a-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in A,A Hn.,Horn in A,brass.natural-horn,Horn in A,,
horn in a♭,ab-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in A♭,A♭ Hn.,Horn in A♭,brass.natural-horn,Horn in A♭,,
horn in g,g-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in G,G Hn.,Horn in G,brass.natural-horn,Horn in G,,
horn in e,e-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in E,E Hn.,Horn in E,brass.natural-horn,Horn in E,,
horn in e♭,eb-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in E♭,E♭ Hn.,Horn in E♭,brass.natural-horn,Horn in E♭,,
horn in d,d-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in D,D Hn.,Horn in D,brass.natural-horn,Horn in D,,
horn in c,c-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in C,C Hn.,Horn in C,brass.natural-horn,Horn in C,,
horn in c (bass clef),c-horn-bass,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Horn in C,C Hn.,Horn in C (Bass Clef),brass.natural-horn,Horn in C (Bass Clef),,F
horn in b♭ basso,bb-horn-basso,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Horn in B♭ basso,B♭ Hn.,Horn in B♭ basso,brass.natural-horn,Horn in B♭ basso,,
vienna horn,vienna-horn,"['open', 'mute']","[60, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Vienna Horn,V. Hn.,Vienna Horn,brass.vienna-horn,Vienna Horn,,
wagner tuba,wagner-tuba,[None],[56],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Wagner Tuba,Wag. Tb.,Wagner Tuba,brass.wagner-tuba,Wagner Tuba,,F
b♭ wagner tuba,bb-wagner-tuba,[None],[60],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,B♭ Wagner Tuba,B♭ Wag. Tb.,B♭ Wagner Tuba,brass.wagner-tuba,B♭ Wagner Tuba,,F
f wagner tuba,f-wagner-tuba,[None],[56],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,F Wagner Tuba,F Wag. Tb.,F Wagner Tuba,brass.wagner-tuba,F Wagner Tuba,,F
trumpet,trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Trumpet,Tpt.,Trumpet,brass.trumpet,Trumpet,,
piccolo trumpet,piccolo-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Piccolo Trumpet,P. Tpt.,Piccolo Trumpet,brass.trumpet.piccolo,Piccolo Trumpet,,
piccolo trumpet in b♭,bb-piccolo-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Piccolo Trumpet in B♭,P. Tpt. B♭,Piccolo Trumpet in B♭,brass.trumpet.piccolo,Piccolo Trumpet in B♭,,
piccolo trumpet in a,a-piccolo-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Piccolo Trumpet in A,P. Tpt. A,Piccolo Trumpet in A,brass.trumpet.piccolo,Piccolo Trumpet in A,,
f trumpet,f-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,F Trumpet,F Tpt.,F Trumpet,brass.trumpet,F Trumpet,,
e trumpet,e-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,E Trumpet,E Tpt.,E Trumpet,brass.trumpet,E Trumpet,,
e♭ trumpet,eb-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,E♭ Trumpet,E♭ Tpt.,E♭ Trumpet,brass.trumpet,E♭ Trumpet,,
d trumpet,d-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,D Trumpet,D Tpt.,D Trumpet,brass.trumpet.d,D Trumpet,,
c trumpet,c-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,C Trumpet,C Tpt.,C Trumpet,brass.trumpet.c,C Trumpet,,
b♭ trumpet,bb-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,B♭ Trumpet,B♭ Tpt.,B♭ Trumpet,brass.trumpet.bflat,B♭ Trumpet,,
a trumpet,a-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,A Trumpet,A Tpt.,A Trumpet,brass.trumpet,A Trumpet,,
pocket trumpet,pocket-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Pocket Trumpet,Pkt. Tpt.,Pocket Trumpet,brass.trumpet.pocket,Pocket Trumpet,,
slide trumpet,slide-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Slide Trumpet,Sl.Tpt.,Slide Trumpet,brass.trumpet.slide,Slide Trumpet,,
tenor trumpet,tenor-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Tenor Trumpet,T. Tpt.,Tenor Trumpet,brass.trumpet.tenor,Tenor Trumpet,,
bass trumpet,bass-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Bass Trumpet,B. Tpt.,Bass Trumpet,brass.trumpet.bass,Bass Trumpet,,
e♭ bass trumpet,eb-bass-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,E♭ Bass Trumpet,E♭ B. Tpt.,E♭ Bass Trumpet,brass.trumpet.bass,E♭ Bass Trumpet,,
bass trumpet in c,c-bass-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Bass Trumpet in C,B. Tpt. C,Bass Trumpet in C,brass.trumpet.bass,Bass Trumpet in C,,
b♭ bass trumpet,bb-bass-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,B♭ Bass Trumpet,B♭ B. Tpt.,B♭ Bass Trumpet,brass.trumpet.bass,B♭ Bass Trumpet,,
baroque trumpet,baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet,Bq. Tpt.,Baroque Trumpet,brass.trumpet.baroque,Baroque Trumpet,,
baroque trumpet in f,f-baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet in F,Bq. Tpt. F,Baroque Trumpet in F,brass.trumpet.baroque,Baroque Trumpet in F,,
baroque trumpet in e♭,eb-baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet in E♭,Bq. Tpt. E♭,Baroque Trumpet in E♭,brass.trumpet.baroque,Baroque Trumpet in E♭,,
baroque trumpet in d,d-baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet in D,Bq. Tpt. D,Baroque Trumpet in D,brass.trumpet.baroque,Baroque Trumpet in D,,
baroque trumpet in c,c-baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet in C,Bq. Tpt. C,Baroque Trumpet in C,brass.trumpet.baroque,Baroque Trumpet in C,,
baroque trumpet in b♭,bb-baroque-trumpet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Baroque Trumpet in B♭,Bq. Tpt. B♭,Baroque Trumpet in B♭,brass.trumpet.baroque,Baroque Trumpet in B♭,,
e♭ cornet,eb-cornet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,E♭ Cornet,E♭ Cnt.,E♭ Cornet,brass.cornet.soprano,E♭ Cornet,,
c cornet,c-cornet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,C Cornet,C Cnt.,C Cornet,brass.cornet,C Cornet,,
b♭ cornet,bb-cornet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,B♭ Cornet,B♭ Cnt.,B♭ Cornet,brass.cornet,B♭ Cornet,,
a cornet,a-cornet,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,A Cornet,A Cnt.,A Cornet,brass.cornet,A Cornet,,
flugelhorn,flugelhorn,"['open', 'mute']","[56, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Flugelhorn,Flghn.,Flugelhorn,brass.flugelhorn,Flugelhorn,,
trombone,trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Trombone,Tbn.,Trombone,brass.trombone,Trombone,,F
trombone (treble clef),trombone-treble,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Trombone,Tbn.,Trombone (Treble Clef),brass.trombone,Trombone (Treble Clef),,
soprano trombone,soprano-trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,Soprano Trombone,S. Tbn.,Soprano Trombone,brass.trombone,Soprano Trombone,,
alto trombone,alto-trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,C3,Alto Trombone,A. Tbn.,Alto Trombone,brass.trombone.alto,Alto Trombone,,C3
tenor trombone,tenor-trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Tenor Trombone,T. Tbn.,Tenor Trombone,brass.trombone.tenor,Tenor Trombone,,F
bass trombone,bass-trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Bass Trombone,B. Tbn.,Bass Trombone,brass.trombone.bass,Bass Trombone,,F
contrabass trombone,contrabass-trombone,"['open', 'mute']","[57, 59]","[[{'ctrl': '32', 'value': '17'}], [{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Contrabass Trombone,Cb. Tbn.,Contrabass Trombone,brass.trombone.contrabass,Contrabass Trombone,,F
cimbasso,cimbasso,[None],[57],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Cimbasso,Cim.,Cimbasso,brass.cimbasso,Cimbasso,,F
tuba,tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Tuba,Tba.,Tuba,brass.tuba,Tuba,,F
f tuba,f-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,F Tuba,F Tb.,F Tuba,brass.tuba,F Tuba,,F
e♭ tuba,eb-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,E♭ Tuba,E♭ Tb.,E♭ Tuba,brass.tuba,E♭ Tuba,,F
e♭ tuba (treble clef),eb-tuba-treble,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,E♭ Tuba,E♭ Tb.,E♭ Tuba (Treble Clef),brass.tuba,E♭ Tuba (Treble Clef),,
c tuba,c-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,C Tuba,C Tb.,C Tuba,brass.tuba,C Tuba,,F
b♭ tuba,bb-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,B♭ Tuba,B♭ Tb.,B♭ Tuba,brass.tuba,B♭ Tuba,,F
b♭ tuba (treble clef),bb-tuba-treble,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,,B♭ Tuba,B♭ Tb.,B♭ Tuba (Treble Clef),brass.tuba,B♭ Tuba (Treble Clef),,
bass tuba in f,bass-f-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Bass Tuba in F,Ba. Tb. F,Bass Tuba in F,brass.tuba.bass,Bass Tuba in F,,F
bass tuba in e♭,bass-eb-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Bass Tuba in E♭,Ba. Tb. E♭,Bass Tuba in E♭,brass.tuba.bass,Bass Tuba in E♭,,F
sub-contrabass tuba,subcontrabass-tuba,[None],[58],"[[{'ctrl': '32', 'value': '17'}]]",pitched,stdNormal,,F,Sub-Contrabass Tuba,SCb. Tb.,Sub-Contrabass Tuba,brass.tuba.subcontrabass,Sub-Contrabass Tuba,,F
timpani,timpani,[None],[47],[[]],pitched,stdNormal,,F,Timpani,Timp.,Timpani,drum.timpani,Timpani,,F
glockenspiel,glockenspiel,[None],[9],[[]],pitched,stdNormal,,,Glockenspiel,Glock.,Glockenspiel,pitched-percussion.glockenspiel,Glockenspiel,,
vibraphone,vibraphone,[None],[11],[[]],pitched,stdNormal,,,Vibraphone,Vib.,Vibraphone,pitched-percussion.vibraphone,Vibraphone,,
xylophone,xylophone,[None],[13],[[]],pitched,stdNormal,,,Xylophone,Xyl.,Xylophone,pitched-percussion.xylophone,Xylophone,,
xylomarimba,xylomarimba,[None],[12],[[]],pitched,stdNormal,,,Xylomarimba,XMrm.,Xylomarimba,pitched-percussion.xylomarimba,Xylomarimba,,F
marimba (grand staff),marimba,[None],[12],[[]],pitched,stdNormal,,,Marimba,Mrm.,Marimba (Grand Staff),pitched-percussion.marimba,Marimba (Grand Staff),,F
marimba (single staff),marimba-single,[None],[12],[[]],pitched,stdNormal,,,Marimba,Mrm.,Marimba (Single Staff),pitched-percussion.marimba,Marimba (Single Staff),,
bass marimba,bass-marimba,[None],[12],[[]],pitched,stdNormal,,F,Bass Marimba,B. Mrm.,Bass Marimba,pitched-percussion.marimba.bass,Bass Marimba,,F
contrabass marimba,contrabass-marimba,[None],[12],[[]],pitched,stdNormal,,F8vb,Contrabass Marimba,Cb. Mrm.,Contrabass Marimba,pitched-percussion.marimba.bass,Contrabass Marimba,,F8vb
dulcimer,dulcimer,[None],[15],[[]],pitched,stdNormal,,,Dulcimer,Dlc.,Dulcimer,pitched-percussion.hammer-dulcimer,Dulcimer,,F
cimbalom,cimbalom,[None],[15],[[]],pitched,stdNormal,,,Cimbalom,Cimb.,Cimbalom,pitched-percussion.cimbalom,Cimbalom,,F
drumset,drumset,[None],[0],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc5Line,0.0,PERC,Drumset,D. Set,Drumset,drum.group.set,Drumset,1.0,PERC
concert snare drum,snare-drum,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Concert Snare Drum,Con. Sn.,Concert Snare Drum,drum.snare-drum,Concert Snare Drum,1.0,PERC
concert bass drum,bass-drum,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Concert Bass Drum,Con. BD ,Concert Bass Drum,drum.bass-drum,Concert Bass Drum,1.0,PERC
piccolo snare,piccolo-snare-drum,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Piccolo Snare,Picc. Sn.,Piccolo Snare,drum.snare-drum,Piccolo Snare,1.0,PERC
field drum,military-drum,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Field Drum,Field Dr.,Field Drum,drum.snare-drum,Field Drum,1.0,PERC
concert toms,tom-toms,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc5Line,0.0,PERC,Concert Toms,C. Toms,Concert Toms,drum.tom-tom,Concert Toms,1.0,PERC
chinese tom-toms,chinese-tom-toms,[None],[48],"[[{'ctrl': '0', 'value': '1'}, {'ctrl': '32', 'value': '0'}]]",percussion,perc1Line,0.0,PERC,Chinese Tom-Toms,Ch. Toms,Chinese Tom-Toms,drum.group.chinese,Chinese Tom-Toms,1.0,PERC
